name,item_code,variant,item_description,category,subcategory,segment,subsegment,leaftype,leaftype,leaf_desc,leafposition,vehicle,vechiclemodel,drawing_refno,mrp1,mrp2,mrp3,mrp4,mrp5,dbp1,dbp2,dbp3,dbp4,dbp5,status,priority,substitute,weight,length,section,ch_detail,sh_detail,item_weight,suitableFor,image
SLIDER BOGIE SUSPENSION LEAF SPRING - AUX A - IC370092,1072231,AMI,SLIDER BOGIE SUSPENSION LEAF SPRING - AUX A - IC370092,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX A,Rear,EICHER,BOGIE,IC370092,4440,3250,0,0,0,4440,3250,0,0,0,1,3,,24.167,59.06,,,,,,
MINI TRAILER Front(60X8) AUX-A,434131,AMI,MINI TRAILER Front(60X8) AUX-A,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,AUXILLIARY,LOOSE LEAF,AUX-A,Front,TRAILER,MINI TRAILER,DCPE-11602449,800,590,0,0,0,800,590,0,0,0,1,3,,3.802,42.2,,,,,,
DICV 8X2 35MT FR 2/L A4003209001,1040102,AMI,DICV 8X2 35MT FR 2/L A4003209001,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,2/L,Front,DICV,DICV,A4003209001,6150,4510,0,0,0,6150,4510,0,0,0,1,3,,21.9,49.8,,,,,,
A/ LEYLAND NGIT Rear SUSPENSION 3/L,746203,AMI,A/ LEYLAND NGIT Rear SUSPENSION 3/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,3/L,Rear,ASHOK LEYLAND,OTHERS,B6Y08201,1560,1140,0,0,0,1560,1140,0,0,0,1,3,,8.327,44.49,,,,,,
"TATA ACE 12"" 5/L",233105,AMI,"TATA ACE 12"" 5/L",LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,5/L,Front,TATA,ACE,282932100116N,260,190,0,0,0,260,190,0,0,0,1,3,,1.088,12.01,,,,,,
TATA 2515 EX (R) 9/L,250209,AMI,TATA 2515 EX (R) 9/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,9/L,Rear,TATA,2515,2.78232E+11,1170,850,0,0,0,1170,850,0,0,0,1,3,,6.63,35,,,,,,
4X2 Rear SPRING ASSY H/4,702304,AMI,4X2 Rear SPRING ASSY H/4,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,H/4,Helper,DAIMLER,OTHERS,A4003200308,2000,1470,0,0,0,2000,1470,0,0,0,1,3,,10.541,31.5,,,,,,
4X2 Rear SPRING ASSY H/5,702305,AMI,4X2 Rear SPRING ASSY H/5,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,H/5,Helper,DAIMLER,OTHERS,A4003200308,1500,1100,0,0,0,1500,1100,0,0,0,1,3,,7.906,23.62,,,,,,
4X2 Rear SPRING ASSY H/6,702306,AMI,4X2 Rear SPRING ASSY H/6,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,H/6,Helper,DAIMLER,OTHERS,A4003200308,910,670,0,0,0,910,670,0,0,0,1,3,,4.743,14.17,,,,,,
EICHER MCV FR 4101 9/L,68109,AMI,EICHER MCV FR 4101 9/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,9/L,Front,EICHER,EICHER,IA204101,480,360,0,0,0,480,360,0,0,0,1,3,,2.637,22.05,,,,,,
TATA 1109 (RR) 6/L 2153 3240 7132,026206N,AMI,TATA 1109 (RR) 6/L 2153 3240 7132,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Rear,TATA,1109,215332400105/0103,740,540,0,0,0,740,540,0,0,0,1,3,,4.09,17.09,,,,,,
PANEL VAN  (PBL) 2/L,697202,AMI,PANEL VAN  (PBL) 2/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,2/L,Rear,TATA,OTHERS,2.84532E+11,1920,1410,0,0,0,1920,1410,0,0,0,1,3,,6.877,37.91,,,,,,
EML MCV FR - M/L - IC324276,1070101,AMI,EML MCV FR - M/L - IC324276,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,M/L,Front,EICHER,EICHER,IC324276,1670,1220,0,0,0,1670,1220,0,0,0,1,3,,7.636,58.19,,,,,,
VECV RR SPRING ASSY - 'IC345223 - 2/L,1046202,AMI,VECV RR SPRING ASSY - 'IC345223 - 2/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Rear,EICHER,EICHER,IC345223,1650,1210,0,0,0,1650,1210,0,0,0,1,3,,7.818,54.33,,,,,,
AL BOSS 1616 FR  -  B5F13102/1  -  M/L,1048101,AMI,AL BOSS 1616 FR  -  B5F13102/1  -  M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Front,ASHOK LEYLAND,BOSS,B5F13102/1,2180,1600,0,0,0,2180,1600,0,0,0,1,3,,10.46,65.94,,,,,,
AL TAG AXLE RR SPRING - 2/L - FTW03400,1055202,AMI,AL TAG AXLE RR SPRING - 2/L - FTW03400,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,2/L,Rear,ASHOK LEYLAND,OTHERS,FTW03400,2170,1590,0,0,0,2170,1590,0,0,0,1,3,,10.28,52.95,,,,,,
AL GURU NGIT 10T RR - M/L - B6Y11701,1067201,AMI,AL GURU NGIT 10T RR - M/L - B6Y11701,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Rear,ASHOK LEYLAND,Y1,B6Y11701,2330,1710,0,0,0,2330,1710,0,0,0,1,3,,11.794,64.96,,,,,,
LL E COMET 912SM/1112 RR SUSP. SPR. B6Y00701/02 &B6Y2801/02 4/L,436304,AMI,LL E COMET 912SM/1112 RR SUSP. SPR. B6Y00701/02 &B6Y2801/02 4/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,4/L,Helper,ASHOK LEYLAND,E.COMET,B6Y00701/02&B6Y2801/02,700,510,0,0,0,700,510,0,0,0,1,3,,3.851,24.92,,,,,,
12& 13 TON CONSTR FR SPRING(CONV.) M/L,742101,AMI,12& 13 TON CONSTR FR SPRING(CONV.) M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,M/L,Front,DAIMLER,OTHERS,A4003201802,2350,1720,0,0,0,2350,1720,0,0,0,1,3,,10.9,62.6,,,,,,
VECV RR SPRING ASSY - 'IC345223 - H3/L,1046303,AMI,VECV RR SPRING ASSY - 'IC345223 - H3/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Helper,EICHER,EICHER,IC345223,860,630,0,0,0,860,630,0,0,0,1,3,,4.056,30.91,,,,,,
VECV RR SPRING ASSY - 'IC345223 - AUX -HA,1046331,AMI,VECV RR SPRING ASSY - 'IC345223 - AUX -HA,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX A,Helper,EICHER,EICHER,IC345223,950,700,0,0,0,950,700,0,0,0,1,3,,4.443,33.86,,,,,,
DICV Rear SPRING - CONST APPLICIATION A400 320 07 06 5/L,464205,AMI,DICV Rear SPRING - CONST APPLICIATION A400 320 07 06 5/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,5/L,Rear,DICV,DICV,A4003200706,1090,800,0,0,0,1090,800,0,0,0,1,3,,5.38,34.02,,,,,,
LEYLAND 12M BUS RR SPRING 11/L,268211,AMI,LEYLAND 12M BUS RR SPRING 11/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,11/L,Rear,ASHOK LEYLAND,OTHERS,F4513410,1910,1400,0,0,0,1910,1400,0,0,0,1,3,,9.19,27.17,,,,,,
"TATA ACE 26"" 3/L",233103,AMI,"TATA ACE 26"" 3/L",LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,3/L,Front,TATA,ACE,282932100116N,560,410,0,0,0,560,410,0,0,0,1,3,,2.355,25.98,,,,,,
12& 13 TON CONSTR FR SPRING(CONV.) 2/L,742102,AMI,12& 13 TON CONSTR FR SPRING(CONV.) 2/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,2/L,Front,DAIMLER,OTHERS,A4003201802,2140,1570,0,0,0,2140,1570,0,0,0,1,3,,10.3,59.06,,,,,,
DICV 6X2 RR 2/L A4003206906,1038221,AMI,DICV 6X2 RR 2/L A4003206906,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,1WR,Rear,DICV,DICV,A4003206906,4510,3310,0,0,0,4510,3310,0,0,0,1,3,,16.13,61.42,,,,,,
DICV A4003207006 2/L,1039202,AMI,DICV A4003207006 2/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,2/L,Rear,DICV,DICV,A4003207006,4180,3060,0,0,0,4180,3060,0,0,0,1,3,,14.931,56.85,,,,,,
DICV 8X2 35MT FR 3/L A4003209001,1040103,AMI,DICV 8X2 35MT FR 3/L A4003209001,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,3/L,Front,DICV,DICV,A4003209001,5800,4250,0,0,0,5800,4250,0,0,0,1,3,,21.9,49.8,,,,,,
TML LP 909 BUS Rear 2821 3240 0112 4A,336234,AMI,TML LP 909 BUS Rear 2821 3240 0112 4A,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX-4A,Rear,TATA,LP 909,2.82132E+11,1940,1420,0,0,0,1940,1420,0,0,0,1,3,,11.06,53.15,,,,,,
EML VE 3100 FR (PBL) 3/L,704103,AMI,EML VE 3100 FR (PBL) 3/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,3/L,Front,EICHER,EICHER,IC346920&IC346921,2180,1600,0,0,0,2180,1600,0,0,0,1,3,,8.539,37.09,,,,,,
AL BOSS 1616 FR  -  B5F13102/1  -  2/L,1048121,AMI,AL BOSS 1616 FR  -  B5F13102/1  -  2/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,1WR,Front,ASHOK LEYLAND,BOSS,B5F13102/1,2140,1570,0,0,0,2140,1570,0,0,0,1,3,,10.116,63.78,,,,,,
NGICV 11.9 Front SPRING PP1,747103,AMI,NGICV 11.9 Front SPRING PP1,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,PP1,Front,ASHOK LEYLAND,NGICV,B5E02503,350,260,0,0,0,350,260,0,0,0,1,3,,1.399,5.12,,,,,,
DICV 9T PR RR  -  A831 320 0705  -  M/L,1049201,AMI,DICV 9T PR RR  -  A831 320 0705  -  M/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,M/L,Rear,DICV,DICV,A8313200705,2970,2180,0,0,0,2970,2180,0,0,0,1,3,,11.603,50.39,,,,,,
NGICV 11.9 Front SPRING L1W,747121,AMI,NGICV 11.9 Front SPRING L1W,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,L1W,Front,ASHOK LEYLAND,NGICV,B5E02503,5090,3730,0,0,0,5090,3730,0,0,0,1,3,,31.3,48.43,,,,,,
TATA 1613 LPT (R) 5/L,252205,AMI,TATA 1613 LPT (R) 5/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,5/L,Rear,TATA,1613,2.78232E+11,1890,1390,0,0,0,1890,1390,0,0,0,1,3,,11.22,53.27,,,,,,
AL TAG AXLE RR SPRING - 'FTW03500 - 3/L,1044203,AMI,AL TAG AXLE RR SPRING - 'FTW03500 - 3/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,3/L,Rear,ASHOK LEYLAND,OTHERS,FTW03500,2170,1590,0,0,0,2170,1590,0,0,0,1,3,,11.082,57.09,,,,,,
AL TAG AXLE RR SPRING - 3/L - FTW03400,1055203,AMI,AL TAG AXLE RR SPRING - 3/L - FTW03400,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,3/L,Rear,ASHOK LEYLAND,OTHERS,FTW03400,2030,1490,0,0,0,2030,1490,0,0,0,1,3,,10.433,53.74,,,,,,
LL F 4517010 FV 4921 WITH H SER 6TH,304106,AMI,LL F 4517010 FV 4921 WITH H SER 6TH,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Front,ASHOK LEYLAND,OTHERS,F4517010,1350,990,0,0,0,1350,990,0,0,0,1,3,,7.626,28.74,,,,,,
VECV RR SPRING ASSY - M/L - IC347076,1071201,AMI,VECV RR SPRING ASSY - M/L - IC347076,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Rear,EICHER,EICHER,IC347076,2760,2020,0,0,0,2760,2020,0,0,0,1,3,,14.032,62.99,,,,,,
EML 1090 VE 3100 Rear PARABOLIC 2/L,734202,AMI,EML 1090 VE 3100 Rear PARABOLIC 2/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,2/L,Rear,EICHER,1090,IC346924,3000,2200,0,0,0,3000,2200,0,0,0,1,3,,12.02,41.54,,,,,,
6X4 Front LEAF SPRING 2/L,530102,AMI,6X4 Front LEAF SPRING 2/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,2/L,Front,MFTPL,OTHERS,64.43402.0008,5980,4380,0,0,0,5980,4380,0,0,0,1,3,,20.6,59.29,,,,,,
6X4 Front LEAF SPRING 3/L,530103,AMI,6X4 Front LEAF SPRING 3/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,3/L,Front,MFTPL,OTHERS,64.43402.0008,5150,3770,0,0,0,5150,3770,0,0,0,1,3,,18.322,51.18,,,,,,
TML LPT 909 EX Front  - 2831 3210 0106N/0108N 6/L,335106,AMI,TML LPT 909 EX Front  - 2831 3210 0106N/0108N 6/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,6/L,Front,TATA,909,282132100106N/282132100108N,620,460,0,0,0,620,460,0,0,0,1,3,,3.27,30.67,,,,,,
TML LPT 909 EX Front  - 2831 3210 0106N/0108N 7/L,335107,AMI,TML LPT 909 EX Front  - 2831 3210 0106N/0108N 7/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,7/L,Front,TATA,909,282132100106N/282132100108N,560,410,0,0,0,560,410,0,0,0,1,3,,2.87,26.85,,,,,,
TATA 1612 (R) C.H (16 MM) SPL AUX-A 16MM,254231S,AMI,TATA 1612 (R) C.H (16 MM) SPL AUX-A 16MM,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX-A 16MM,Rear,TATA,1612,2.63232E+11,2710,1990,0,0,0,2710,1990,0,0,0,1,3,,15.2,63.62,,,,,,
MTBD LP WIDER T40 Rear PARABOLIC M/L,729201,AMI,MTBD LP WIDER T40 Rear PARABOLIC M/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,M/L,Rear,MAHINDRA,OTHERS,7402AAC01420N,4060,2970,0,0,0,4060,2970,0,0,0,1,3,,14.768,51.02,,,,,,
MTBD LP WIDER T32 BUS Rear PARABOLI M/L,730201,AMI,MTBD LP WIDER T32 BUS Rear PARABOLI M/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,M/L,Rear,MAHINDRA,OTHERS,7402AAC01590N,4210,3090,0,0,0,4210,3090,0,0,0,1,3,,15.246,52.68,,,,,,
AL GURU NGIT 10T RR - 2/L - B6Y11701,1067221,AMI,AL GURU NGIT 10T RR - 2/L - B6Y11701,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,1WR,Rear,ASHOK LEYLAND,Y1,B6Y11701,2180,1600,0,0,0,2180,1600,0,0,0,1,3,,11.294,62.2,,,,,,
TML LP 808 RR (PARA.) M/L,701201,AMI,TML LP 808 RR (PARA.) M/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,M/L,Rear,TATA,OTHERS,2.82132E+11,4440,3250,0,0,0,4440,3250,0,0,0,1,3,,16.848,52.01,,,,,,
EICHER 11.14 FR PB 5/L,677105,AMI,EICHER 11.14 FR PB 5/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,LOOSE LEAF,LOOSE LEAF,5/L,Front,EICHER,EICHER,IC317334,2940,2150,0,0,0,2940,2150,0,0,0,1,3,,10.369,35.83,,,,,,
TATA 1510 CGS Rear 2778 3240 0115 CNG BUS/6230/878,338204,AMI,TATA 1510 CGS Rear 2778 3240 0115 CNG BUS/6230/878,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,4/L,Rear,TATA,1510,2.77832E+11,2170,1590,0,0,0,2170,1590,0,0,0,1,3,,11.41,50.71,,,,,,
TATA 1510 CGS Rear 2778 3240 0115 CNG BUS/6230/878,338206,AMI,TATA 1510 CGS Rear 2778 3240 0115 CNG BUS/6230/878,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Rear,TATA,1510,2.77832E+11,1620,1190,0,0,0,1620,1190,0,0,0,1,3,,8.56,38.03,,,,,,
TATA 1510 CGS Rear 2778 3240 0115 CNG BUS/6230/878,338207,AMI,TATA 1510 CGS Rear 2778 3240 0115 CNG BUS/6230/878,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,7/L,Rear,TATA,1510,2.77832E+11,1330,980,0,0,0,1330,980,0,0,0,1,3,,7.14,31.73,,,,,,
TML 4123 TK FROZA B FR PARA - 3/L - 5066 3210 0106,1052103,AMI,TML 4123 TK FROZA B FR PARA - 3/L - 5066 3210 0106,LEAF SPRING,BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,3/L,Front,TATA,OTHERS,5.06632E+11,4500,3300,0,0,0,4500,3300,0,0,0,1,3,,18.437,46.81,,,,,,
TATA 609/709(T) R 264432400103 3/L,203203N,AMI,TATA 609/709(T) R 264432400103 3/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,3/L,Rear,TATA,609,2.64432E+11,1330,980,0,0,0,1330,980,0,0,0,1,3,,7.07,48.66,,,,,,
VECV RR SPRING ASSY - 2/L - IC347076,1071221,AMI,VECV RR SPRING ASSY - 2/L - IC347076,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,1WR,Rear,EICHER,EICHER,IC347076,2240,1640,0,0,0,2240,1640,0,0,0,1,3,,11.673,64.96,,,,,,
EICHER LEAF SPRING Rear ASSY 4/L,1037204,AMI,EICHER LEAF SPRING Rear ASSY 4/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,4/L,Rear,EICHER,EICHER,IC305940,1330,980,0,0,0,1330,980,0,0,0,1,3,,6.827,47.44,,,,,,
EICHER LEAF SPRING Rear ASSY 5/L,1037205,AMI,EICHER LEAF SPRING Rear ASSY 5/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,5/L,Rear,EICHER,EICHER,IC305940,1260,920,0,0,0,1260,920,0,0,0,1,3,,6.43,44.69,,,,,,
FVDP N TIPPER Front SPRING (CONV.) 2/L,706102,AMI,FVDP N TIPPER Front SPRING (CONV.) 2/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,2/L,Front,ASHOK LEYLAND,FVDP,F9F02415,4170,3050,0,0,0,4170,3050,0,0,0,1,3,,20.78,74.02,,,,,,
TATA 207DI RGD AXLE FR PARA NM 3/L,267103N,AMI,TATA 207DI RGD AXLE FR PARA NM 3/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,LOOSE LEAF,LOOSE LEAF,3/L,Front,TATA,207DI,2.82632E+11,1180,870,0,0,0,1180,870,0,0,0,1,3,,4.49,30.91,,,,,,
TML 4123 TK FROZA B FR PARA - M/L - 5066 3210 0106,1052101,AMI,TML 4123 TK FROZA B FR PARA - M/L - 5066 3210 0106,LEAF SPRING,BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,M/L,Front,TATA,OTHERS,5.06632E+11,6140,4500,0,0,0,6140,4500,0,0,0,1,3,,24.345,61.81,,,,,,
AL ECOMET 1012 RR - M/L - B6Y02703,1057201,AMI,AL ECOMET 1012 RR - M/L - B6Y02703,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Rear,ASHOK LEYLAND,E.COMET,B6Y02703,2500,1830,0,0,0,2500,1830,0,0,0,1,3,,12.702,65.16,,,,,,
TATA 1510 CGS Rear 2778 3240 0115 CNG BUS/6230/878,338205,AMI,TATA 1510 CGS Rear 2778 3240 0115 CNG BUS/6230/878,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,5/L,Rear,TATA,1510,2.77832E+11,1890,1390,0,0,0,1890,1390,0,0,0,1,3,,9.99,44.41,,,,,,
TATA TRUCK 1312 12.5(H) 6/L,21306,AMI,TATA TRUCK 1312 12.5(H) 6/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Helper,TATA,1312,2.57532E+11,590,430,0,0,0,590,430,0,0,0,1,3,,3.163,20.39,,,,,,
LYE(2214)UPGRADED MAV-VE Front 8/L,245108,AMI,LYE(2214)UPGRADED MAV-VE Front 8/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,8/L,Front,ASHOK LEYLAND,2214,F4510810,710,520,0,0,0,710,520,0,0,0,1,3,,4.029,21.73,,,,,,
TATA 1210D(B)(R),22202,AMI,TATA 1210D(B)(R),LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,2/L,Rear,TATA,1210,423201006,2080,1520,0,0,0,2080,1520,0,0,0,1,3,,11.434,71.65,,,,,,
M&M UTILITY (R) 7/L,192207,AMI,M&M UTILITY (R) 7/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,7/L,Rear,MAHINDRA,OTHERS,99548,1090,800,0,0,0,1090,800,0,0,0,1,3,,3.3,22.09,,,,,,
TATA LPK 2518 TC V.E  Rear  2171 3240 0104 10/L,308209,AMI,TATA LPK 2518 TC V.E  Rear  2171 3240 0104 10/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,9/L,Rear,TATA,2518,2.17132E+11,820,600,0,0,0,820,600,0,0,0,1,3,,4.71,19.69,,,,,,
TML 4123 TK FROZA B FR PARA -'5066 3210 0105-2/L,1042102,AMI,TML 4123 TK FROZA B FR PARA -'5066 3210 0105-2/L,LEAF SPRING,BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,2/L,Front,TATA,OTHERS,5.06632E+11,5680,4160,0,0,0,5680,4160,0,0,0,1,3,,22.717,55.51,,,,,,
EML VE 3100 FR (PBL) AUX-A,704131,AMI,EML VE 3100 FR (PBL) AUX-A,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,AUXILLIARY,LOOSE LEAF,AUX-A,Front,EICHER,EICHER,IC346920&IC346921,2180,1600,0,0,0,2180,1600,0,0,0,1,3,,8.539,37.09,,,,,,
LP 909 RR BUS ASSY,674200,AMI,LP 909 RR BUS ASSY,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,ASSEMBLY,LOOSE LEAF,ASSEMBLY,Rear,TATA,LP 909,2.82132E+11,16770,12290,0,0,0,16770,12290,0,0,0,1,3,,81.3,0,,,,,,
TATA TML LEAF SPRING FR - 2/L - 5545 3210 0151 AMI 2/L 5545 3210 7111,1068102,AMI,TATA TML LEAF SPRING FR - 2/L - 5545 3210 0151 AMI 2/L 5545 3210 7111,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,2/L,Front,TATA,OTHERS,5.54532E+11,550,400,0,0,0,550,400,0,0,0,1,3,,2.154,31.61,,,,,,
TML PARA STENTCHED WINGER RR PART NO.284532407105,437202,AMI,TML PARA STENTCHED WINGER RR PART NO.284532407105,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,LOOSE LEAF,LOOSE LEAF,2/L,Rear,TATA,WINGER,2.84532E+11,1740,1280,0,0,0,1740,1280,0,0,0,1,3,,6.509,35.91,,,,,,
"TATA 261832407102 TML 1510, 1512 Rear M/L(WITH BI-METAL BUSH AMI M/L 2618 3240 7100",626201,AMI,"TATA 261832407102 TML 1510, 1512 Rear M/L(WITH BI-METAL BUSH AMI M/L 2618 3240 7100",LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L(WITH BI-METAL BUSH,Rear,TATA,1510,2.07332E+11,3440,2520,0,0,0,3440,2520,0,0,0,1,3,,14.782,73.86,,,,,,
TATA 1516 (H) AUX-A,193331,AMI,TATA 1516 (H) AUX-A,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX-A,Helper,TATA,1516,X257632400106,2170,1590,0,0,0,2170,1590,0,0,0,1,3,,12.665,51.85,,,,,,
